year,year_month,patch,seedling,group,grouped,id2017,id2017_conf,dist_nedge,treat_det,root_sub_det,treat_simp,root_sub_simp,surface_waterdepth,total_height,green_height,subsurf_to_tip,green_nodes1,green_nodes2,tip_nodes,health_orig,health,vigor,vigor_all,accounted_for,present,newly_dead,dead,notes,notes2
2018,2018-Mar,Cushion,PU01_03B,PU01_03,1,86,High,10.4,pool,FNSP,Pool,Fibric peat,,,,,,,,GB,Green-brown,1,1,1,1,0,0,,
2019,2019-Mar,Cushion,PU01_03B,PU01_03,1,86,High,10.4,pool,FNSP,Pool,Fibric peat,,28,,27,,,,YG,Yellow-green,2,2,1,1,0,0,,
2013,2013-Mar,Cushion,PU01_04B,PU01_04,1,88,High,14.6,DONA/OROB,FNSP,Lawn,Fibric peat,,29,14,27.5,29,,,g,Green,1,1,1,1,0,0,2 LWDB,
2014,2014-Mar,Cushion,PU01_04B,PU01_04,1,88,High,14.6,DONA/OROB,FNSP,Lawn,Fibric peat,,,5,28,30,,,,,,,1,1,0,0,,
2016,2016-Feb,Cushion,PU01_04B,PU01_04,1,88,High,14.6,DONA/OROB,FNSP,Lawn,Fibric peat,,29,3,27.5,27,,,y,Yellow,2,2,1,1,0,0,yg,RC
2017,2017-Mar,Cushion,PU01_04B,PU01_04,1,88,High,14.6,DONA/OROB,FNSP,Lawn,Fibric peat,,29,,26.5,,,,Y,Yellow,2,2,1,1,0,0,,
2018,2018-Mar,Cushion,PU01_04B,PU01_04,1,88,High,14.6,DONA/OROB,FNSP,Lawn,Fibric peat,,,,,,,,GY,Green-yellow,1,1,1,1,0,0,,
2019,2019-Mar,Cushion,PU01_04B,PU01_04,1,88,High,14.6,DONA/OROB,FNSP,Lawn,Fibric peat,,29.5,,25.5,,,,YG,Yellow-green,2,2,1,1,0,0,,
2013,2013-Mar,Cushion,PU01_04A,PU01_04,1,87,High,14.8,pool,FNSP,Pool,Fibric peat,5,31.5,12,29,33,,,g,Green,1,1,1,1,0,0,1 lwr WDB,
2014,2014-Mar,Cushion,PU01_04A,PU01_04,1,87,High,14.8,pool,FNSP,Pool,Fibric peat,3,,12.5,30.5,31,,,,,,,1,1,0,0,,
2016,2016-Feb,Cushion,PU01_04A,PU01_04,1,87,High,14.8,pool,FNSP,Pool,Fibric peat,,29,5,29.5,29,,,y,Yellow,2,2,1,1,0,0,yg,RC
2017,2017-Mar,Cushion,PU01_04A,PU01_04,1,87,High,14.8,pool,FNSP,Pool,Fibric peat,,34.5,,29,,,,YG,Yellow-green,2,2,1,1,0,0,,
2018,2018-Mar,Cushion,PU01_04A,PU01_04,1,87,High,14.8,pool,FNSP,Pool,Fibric peat,,,,,,,,GY,Green-yellow,1,1,1,1,0,0,,
2019,2019-Mar,Cushion,PU01_04A,PU01_04,1,87,High,14.8,pool,FNSP,Pool,Fibric peat,7,33.5,,27.5,,,,YG,Yellow-green,2,2,1,1,0,0,,
2013,2013-Mar,Cushion,PU01_05B,PU01_05,1,90,High,18.8,MUNA/OROB,sapric peat w/some SPMA,Lawn,Sapric peat,,24.5,10.5,22.5,38,,,g,Green,1,1,1,1,0,0,1 LWDB,
2014,2014-Mar,Cushion,PU01_05B,PU01_05,1,90,High,18.8,MUNA/OROB,sapric peat w/some SPMA,Lawn,Sapric peat,,,8,22,37,,,,,,,1,1,0,0,,
2016,2016-Feb,Cushion,PU01_05B,PU01_05,1,90,High,18.8,MUNA/OROB,sapric peat w/some SPMA,Lawn,Sapric peat,,25,2.5,21,17,,,yg/b,Yellow-green/brown,2,2,1,1,0,0,yg/b,RC
2017,2017-Mar,Cushion,PU01_05B,PU01_05,1,90,High,18.8,MUNA/OROB,sapric peat w/some SPMA,Lawn,Sapric peat,,25.5,,20.5,,,,Y,Yellow,2,2,1,1,0,0,,
2018,2018-Mar,Cushion,PU01_05B,PU01_05,1,90,High,18.8,MUNA/OROB,sapric peat w/some SPMA,Lawn,Sapric peat,,,,,,,,YB,Yellow-brown,2,2,1,1,0,0,,
2019,2019-Mar,Cushion,PU01_05B,PU01_05,1,90,High,18.8,MUNA/OROB,sapric peat w/some SPMA,Lawn,Sapric peat,,25.5,,21,,,,B/G,Brown-green,3,3,1,1,0,0,,
2013,2013-Mar,Cushion,PU01_05A,PU01_05,1,89,High,18.6,pool,FNSP,Pool,Fibric peat,,22,7,20.5,28,,,g,Green,1,1,1,1,0,0,"1 LWDB, roots partly denuded",
2014,2014-Mar,Cushion,PU01_05A,PU01_05,1,89,High,18.6,pool,FNSP,Pool,Fibric peat,0,,5.5,22,23,,,,,,,1,1,0,0,needs flag,
2016,2016-Feb,Cushion,PU01_05A,PU01_05,1,89,High,18.6,pool,FNSP,Pool,Fibric peat,,21.5,1.5,22,13,,,b/yg,Brown/yellow-green,3,3,1,1,0,0,yg/b,RC
2017,2017-Mar,Cushion,PU01_05A,PU01_05,1,89,High,18.6,pool,FNSP,Pool,Fibric peat,,23.5,,21.5,,,,B,Brown,4,4,1,1,0,0,,
2018,2018-Mar,Cushion,PU01_05A,PU01_05,1,89,High,18.6,pool,FNSP,Pool,Fibric peat,,,,,,,,B,Brown,4,4,1,1,0,0,,
2019,2019-Mar,Cushion,PU01_05A,PU01_05,1,89,High,18.6,pool,FNSP,Pool,Fibric peat,0.5,26.5,,20.5,,,,B,Brown,4,4,1,1,0,0,,
2013,2013-Mar,Cushion,PU01_06B,PU01_06,1,92,High,25.1,GSM/MYNU/OROB,fibric/sapric NSP,Lawn,Sapric peat,,23,9.5,21.5,26,,,g,Green,1,1,1,1,0,0,2 LWDB,
2014,2014-Mar,Cushion,PU01_06B,PU01_06,1,92,High,25.1,GSM/MYNU/OROB,fibric/sapric NSP,Lawn,Sapric peat,,,8.5,21.5,23,,,,,,,1,1,0,0,,
2016,2016-Feb,Cushion,PU01_06B,PU01_06,1,92,High,25.1,GSM/MYNU/OROB,fibric/sapric NSP,Lawn,Sapric peat,,23,3.5,22.5,15,,,b/yg,Brown/yellow-green,3,3,1,1,0,0,yg/b,RC
2017,2017-Mar,Cushion,PU01_06B,PU01_06,1,92,High,25.1,GSM/MYNU/OROB,fibric/sapric NSP,Lawn,Sapric peat,,24,,20.5,,,,YB,Yellow-brown,2,2,1,1,0,0,,
2018,2018-Mar,Cushion,PU01_06B,PU01_06,1,92,High,25.1,GSM/MYNU/OROB,fibric/sapric NSP,Lawn,Sapric peat,,,,,,,,YB,Yellow-brown,2,2,1,1,0,0,,
2019,2019-Mar,Cushion,PU01_06B,PU01_06,1,92,High,25.1,GSM/MYNU/OROB,fibric/sapric NSP,Lawn,Sapric peat,,24,,24,,,,G/B,Green-brown,1,1,1,1,0,0,,
2013,2013-Mar,Cushion,PU01_06A,PU01_06,1,91,High,24.9,pool,FNSP,Pool,Fibric peat,,22,8.5,21.5,28,,,g,Green,1,1,1,1,0,0,1 LWDB,
2014,2014-Mar,Cushion,PU01_06A,PU01_06,1,91,High,24.9,pool,FNSP,Pool,Fibric peat,0,,6,21,22,,,,,,,1,1,0,0,needs flag,
2016,2016-Feb,Cushion,PU01_06A,PU01_06,1,91,High,24.9,pool,FNSP,Pool,Fibric peat,,22,2,22,17,,,yg/b,Yellow-green/brown,2,2,1,1,0,0,yg/b,RC
2017,2017-Mar,Cushion,PU01_06A,PU01_06,1,91,High,24.9,pool,FNSP,Pool,Fibric peat,,24,,21,,,,YB,Yellow-brown,2,2,1,1,0,0,,
2018,2018-Mar,Cushion,PU01_06A,PU01_06,1,91,High,24.9,pool,FNSP,Pool,Fibric peat,,,,,,,,B,Brown,4,4,1,1,0,0,,
2019,2019-Mar,Cushion,PU01_06A,PU01_06,1,91,High,24.9,pool,FNSP,Pool,Fibric peat,1,23,,21.5,,,,B/G,Brown-green,3,3,1,1,0,0,,
2013,2013-Mar,Cushion,PU02_01B,PU02_01,1,94,High,1.3,"Dry moss w/ MYNU, OROB",sapric peat w/ some SPMA,Lawn,Sapric peat,,23.5,5,20.5,22,11,,g,Green,1,1,1,1,0,0,1 LWDB,
2014,2014-Mar,Cushion,PU02_01B,PU02_01,1,94,High,1.3,"Dry moss w/ MYNU, OROB",sapric peat w/ some SPMA,Lawn,Sapric peat,,,3.5,21,20,,,,,,,1,1,0,0,large branch is almost half-way dead,
2016,2016-Feb,Cushion,PU02_01B,PU02_01,1,94,High,1.3,"Dry moss w/ MYNU, OROB",sapric peat w/ some SPMA,Lawn,Sapric peat,,23,2,21,6,,,b/yg,Brown/yellow-green,3,3,1,1,0,0,b/yg,RC
2017,2017-Mar,Cushion,PU02_01B,PU02_01,1,94,High,1.3,"Dry moss w/ MYNU, OROB",sapric peat w/ some SPMA,Lawn,Sapric peat,,23.5,,22,,,,B,Brown,4,4,1,1,0,0,,
2018,2018-Mar,Cushion,PU02_01B,PU02_01,1,94,High,1.3,"Dry moss w/ MYNU, OROB",sapric peat w/ some SPMA,Lawn,Sapric peat,,,,,,,,B,Brown,4,4,1,1,0,0,,
2019,2019-Mar,Cushion,PU02_01B,PU02_01,1,94,High,1.3,"Dry moss w/ MYNU, OROB",sapric peat w/ some SPMA,Lawn,Sapric peat,,23,,19.5,,,,Dead,Dead,4,4,1,1,1,1,dead,
2013,2013-Mar,Cushion,PU02_01A,PU02_01,1,93,High,1.2,pool,FNSP,Pool,Fibric peat,,24,8.5,23,24,,,g,Green,1,1,1,1,0,0,,
2014,2014-Mar,Cushion,PU02_01A,PU02_01,1,93,High,1.2,pool,FNSP,Pool,Fibric peat,0,,7.5,22.5,12,,,,,,,1,1,0,0,,
2016,2016-Feb,Cushion,PU02_01A,PU02_01,1,93,High,1.2,pool,FNSP,Pool,Fibric peat,,23,2.5,21.5,12,,,b/yg,Brown/yellow-green,3,3,1,1,0,0,b/yg,RC
2017,2017-Mar,Cushion,PU02_01A,PU02_01,1,93,High,1.2,pool,FNSP,Pool,Fibric peat,,24,,22,,,,YB,Yellow-brown,2,2,1,1,0,0,,
2018,2018-Mar,Cushion,PU02_01A,PU02_01,1,93,High,1.2,pool,FNSP,Pool,Fibric peat,,,,,,,,Dead,Dead,4,4,1,1,1,1,left at site,
2019,2019-Mar,Cushion,PU02_01A,PU02_01,1,93,High,1.2,pool,FNSP,Pool,Fibric peat,1.5,22.5,,21.5,,,,,,,4,1,0,,1,still dead,
2013,2013-Mar,Cushion,PU02_02B,PU02_02,1,96,High,5.3,SPMA/MUNA w/ MYNU,sapric NSP,Lawn,Sapric peat,,32.5,17,31.5,31,,,g,Green,1,1,1,1,0,0,,
2014,2014-Mar,Cushion,PU02_02B,PU02_02,1,96,High,5.3,SPMA/MUNA w/ MYNU,sapric NSP,Lawn,Sapric peat,,,7,32.5,24,,,,,,,1,1,0,0,,
2016,2016-Feb,Cushion,PU02_02B,PU02_02,1,96,High,5.3,SPMA/MUNA w/ MYNU,sapric NSP,Lawn,Sapric peat,,33.5,5,32,19,,,yg/b,Yellow-green/brown,2,2,1,1,0,0,yg/b,RC
2017,2017-Mar,Cushion,PU02_02B,PU02_02,1,96,High,5.3,SPMA/MUNA w/ MYNU,sapric NSP,Lawn,Sapric peat,,33,,32,,,,YB,Yellow-brown,2,2,1,1,0,0,,
2018,2018-Mar,Cushion,PU02_02B,PU02_02,1,96,High,5.3,SPMA/MUNA w/ MYNU,sapric NSP,Lawn,Sapric peat,,,,,,,,B,Brown,4,4,1,1,0,0,,
2019,2019-Mar,Cushion,PU02_02B,PU02_02,1,96,High,5.3,SPMA/MUNA w/ MYNU,sapric NSP,Lawn,Sapric peat,,33,,31,,,,B/G,Brown-green,3,3,1,1,0,0,,
2013,2013-Mar,Cushion,PU02_02A,PU02_02,1,95,High,5.3,pool,fibric SP,Pool,Fibric peat,3.3,33,18,32,36,,,g,Green,1,1,1,1,0,0,2 LWDB,
2014,2014-Mar,Cushion,PU02_02A,PU02_02,1,95,High,5.3,pool,fibric SP,Pool,Fibric peat,1,,15.5,32.5,35,,,,,,,1,1,0,0,,
2016,2016-Feb,Cushion,PU02_02A,PU02_02,1,95,High,5.3,pool,fibric SP,Pool,Fibric peat,,34,5,33,36,,,yg,Yellow-green,2,2,1,1,0,0,yg,RC
2017,2017-Mar,Cushion,PU02_02A,PU02_02,1,95,High,5.3,pool,fibric SP,Pool,Fibric peat,,34,,34,,,,Y,Yellow,2,2,1,1,0,0,,
2018,2018-Mar,Cushion,PU02_02A,PU02_02,1,95,High,5.3,pool,fibric SP,Pool,Fibric peat,,,,,,,,Y,Yellow,2,2,1,1,0,0,,
2019,2019-Mar,Cushion,PU02_02A,PU02_02,1,95,High,5.3,pool,fibric SP,Pool,Fibric peat,4.5,35,,33,,,,B/G,Brown-green,3,3,1,1,0,0,,
2013,2013-Mar,Cushion,PU02_03B,PU02_03,1,98,High,9.3,DONA,FNSP,Lawn,Fibric peat,,26,9,24,33,,,g,Green,1,1,1,1,0,0,1 lwdb,
2014,2014-Mar,Cushion,PU02_03B,PU02_03,1,98,High,9.3,DONA,FNSP,Lawn,Fibric peat,,,7.5,25,29,,,,,,,1,1,0,0,,
2016,2016-Feb,Cushion,PU02_03B,PU02_03,1,98,High,9.3,DONA,FNSP,Lawn,Fibric peat,,26,2.5,25,15,,,b/y,Brown-yellow,3,3,1,1,0,0,b/yg,RC
2017,2017-Mar,Cushion,PU02_03B,PU02_03,1,98,High,9.3,DONA,FNSP,Lawn,Fibric peat,,25.5,,24,,,,YB,Yellow-brown,2,2,1,1,0,0,,
2018,2018-Mar,Cushion,PU02_03B,PU02_03,1,98,High,9.3,DONA,FNSP,Lawn,Fibric peat,,,,,,,,Dead,Dead,4,4,1,1,1,1,left at site,
2019,2019-Mar,Cushion,PU02_03B,PU02_03,1,98,High,9.3,DONA,FNSP,Lawn,Fibric peat,,25.5,,24.5,,,,,,,4,1,0,,1,still dead,
2013,2013-Mar,Cushion,PU02_03A,PU02_03,1,97,High,9.3,pool,FNSP,Pool,Fibric peat,,27.5,10,24,38,13,,g,Green,1,1,1,1,0,0,"1 lwdb, mid branching",
2014,2014-Mar,Cushion,PU02_03A,PU02_03,1,97,High,9.3,pool,FNSP,Pool,Fibric peat,0,,6,25.5,28,,,,,,,1,1,0,0,large branch mostly dead,
2016,2016-Feb,Cushion,PU02_03A,PU02_03,1,97,High,9.3,pool,FNSP,Pool,Fibric peat,,26.5,2.5,25,24,,,y/b,Yellow-brown,2,2,1,1,0,0,yg/b,RC
2017,2017-Mar,Cushion,PU02_03A,PU02_03,1,97,High,9.3,pool,FNSP,Pool,Fibric peat,,28,,25,,,,B,Brown,4,4,1,1,0,0,,
2018,2018-Mar,Cushion,PU02_03A,PU02_03,1,97,High,9.3,pool,FNSP,Pool,Fibric peat,,,,,,,,B,Brown,4,4,1,1,0,0,,
2019,2019-Mar,Cushion,PU02_03A,PU02_03,1,97,High,9.3,pool,FNSP,Pool,Fibric peat,2,26,,25,,,,B,Brown,4,4,1,1,0,0,,
2013,2013-Mar,Cushion,PU02_04B,PU02_04,1,100,High,13.3,MUNA w/ RWM,sap/fib NSP,Lawn,Sapric peat,,25,6.5,23,28,,,g,Green,1,1,1,1,0,0,,
2014,2014-Mar,Cushion,PU02_04B,PU02_04,1,100,High,13.3,MUNA w/ RWM,sap/fib NSP,Lawn,Sapric peat,,,5.5,23,25,,,,,,,1,1,0,0,,
2016,2016-Feb,Cushion,PU02_04B,PU02_04,1,100,High,13.3,MUNA w/ RWM,sap/fib NSP,Lawn,Sapric peat,,26,5,22,18,,,y/b,Yellow-brown,2,2,1,1,0,0,b/yg,RC
2017,2017-Mar,Cushion,PU02_04B,PU02_04,1,100,High,13.3,MUNA w/ RWM,sap/fib NSP,Lawn,Sapric peat,,25,,22,,,,YB,Yellow-brown,2,2,1,1,0,0,,
2018,2018-Mar,Cushion,PU02_04B,PU02_04,1,100,High,13.3,MUNA w/ RWM,sap/fib NSP,Lawn,Sapric peat,,,,,,,,B,Brown,4,4,1,1,0,0,,
2019,2019-Mar,Cushion,PU02_04B,PU02_04,1,100,High,13.3,MUNA w/ RWM,sap/fib NSP,Lawn,Sapric peat,,25,,20.5,,,,B/G,Brown-green,3,3,1,1,0,0,,
2013,2013-Mar,Cushion,PU02_04A,PU02_04,1,99,High,13.3,pool,FNSP,Pool,Fibric peat,,24.5,10,21.5,26,19,,g,Green,1,1,1,1,0,0,2 lwdb,
2014,2014-Mar,Cushion,PU02_04A,PU02_04,1,99,High,13.3,pool,FNSP,Pool,Fibric peat,0,,6.5,22.5,23,,,,,,,1,1,0,0,needs flag,
2016,2016-Feb,Cushion,PU02_04A,PU02_04,1,99,High,13.3,pool,FNSP,Pool,Fibric peat,,24.5,3.5,22,13,,,y/b,Yellow-brown,2,2,1,1,0,0,b/yg,RC
2017,2017-Mar,Cushion,PU02_04A,PU02_04,1,99,High,13.3,pool,FNSP,Pool,Fibric peat,,24,,20,,,,YB,Yellow-brown,2,2,1,1,0,0,,
2018,2018-Mar,Cushion,PU02_04A,PU02_04,1,99,High,13.3,pool,FNSP,Pool,Fibric peat,,,,,,,,B,Brown,4,4,1,1,0,0,,
2019,2019-Mar,Cushion,PU02_04A,PU02_04,1,99,High,13.3,pool,FNSP,Pool,Fibric peat,0.3,23,,20,,,,B,Brown,4,4,1,1,0,0,,
2013,2013-Mar,Cushion,PU02_05B,PU02_05,1,102,High,18.1,"ASPU, DONA, golfgrn",FNSP,Lawn,Fibric peat,,21,5,18,22,19,,g,Green,1,1,1,1,0,0,3 mid to upper branches,
2014,2014-Mar,Cushion,PU02_05B,PU02_05,1,102,High,18.1,"ASPU, DONA, golfgrn",FNSP,Lawn,Fibric peat,,,4,18,17,,,,,,,1,1,0,0,,
2016,2016-Feb,Cushion,PU02_05B,PU02_05,1,102,High,18.1,"ASPU, DONA, golfgrn",FNSP,Lawn,Fibric peat,,20.5,2,18.5,14,,,yg/b,Yellow-green/brown,2,2,1,1,0,0,b/yg,RC
2017,2017-Mar,Cushion,PU02_05B,PU02_05,1,102,High,18.1,"ASPU, DONA, golfgrn",FNSP,Lawn,Fibric peat,,22.5,,17.5,,,,B,Brown,4,4,1,1,0,0,,
2018,2018-Mar,Cushion,PU02_05B,PU02_05,1,102,High,18.1,"ASPU, DONA, golfgrn",FNSP,Lawn,Fibric peat,,,,,,,,B,Brown,4,4,1,1,0,0,,
2019,2019-Mar,Cushion,PU02_05B,PU02_05,1,102,High,18.1,"ASPU, DONA, golfgrn",FNSP,Lawn,Fibric peat,,20.5,,16.5,,,,B/G,Brown-green,3,3,1,1,0,0,,
2013,2013-Mar,Cushion,PU02_05A,PU02_05,1,101,High,18.1,pool,FNSP,Pool,Fibric peat,,21,4,21,15,,,g,Green,1,1,1,1,0,0,,
2014,2014-Mar,Cushion,PU02_05A,PU02_05,1,101,High,18.1,pool,FNSP,Pool,Fibric peat,0,,4,20.5,16,,,,,,,1,1,0,0,needs flag,
2016,2016-Feb,Cushion,PU02_05A,PU02_05,1,101,High,18.1,pool,FNSP,Pool,Fibric peat,,20,3,18.5,12,,,y/b,Yellow-brown,2,2,1,1,0,0,b/yg,RC
2017,2017-Mar,Cushion,PU02_05A,PU02_05,1,101,High,18.1,pool,FNSP,Pool,Fibric peat,,21,,17.5,,,,B,Brown,4,4,1,1,0,0,,
2018,2018-Mar,Cushion,PU02_05A,PU02_05,1,101,High,18.1,pool,FNSP,Pool,Fibric peat,,,,,,,,Dead,Dead,4,4,1,1,1,1,left at site,
2019,2019-Mar,Cushion,PU02_05A,PU02_05,1,101,High,18.1,pool,FNSP,Pool,Fibric peat,1,19.5,,17.5,,,,,,,4,1,0,,1,still dead,
2013,2013-Mar,Cushion,PU02_06B,PU02_06,1,104,High,25.1,golfgrn/OROB/misc moss,fibric NSP,Lawn,Fibric peat,,29,13,27.5,36,,,g,Green,1,1,1,1,0,0,mid branching,
2014,2014-Mar,Cushion,PU02_06B,PU02_06,1,104,High,25.1,golfgrn/OROB/misc moss,fibric NSP,Lawn,Fibric peat,,,7.5,28,32,,,,,,,1,1,0,0,,
2016,2016-Feb,Cushion,PU02_06B,PU02_06,1,104,High,25.1,golfgrn/OROB/misc moss,fibric NSP,Lawn,Fibric peat,,28.5,4,28,15,,,yg/b,Yellow-green/brown,2,2,1,1,0,0,yg/b,RC
2017,2017-Mar,Cushion,PU02_06B,PU02_06,1,104,High,25.1,golfgrn/OROB/misc moss,fibric NSP,Lawn,Fibric peat,,29,,28,,,,B,Brown,4,4,1,1,0,0,,
2018,2018-Mar,Cushion,PU02_06B,PU02_06,1,104,High,25.1,golfgrn/OROB/misc moss,fibric NSP,Lawn,Fibric peat,,,,,,,,B,Brown,4,4,1,1,0,0,,
2019,2019-Mar,Cushion,PU02_06B,PU02_06,1,104,High,25.1,golfgrn/OROB/misc moss,fibric NSP,Lawn,Fibric peat,,29,,28.5,,,,B/G,Brown-green,3,3,1,1,0,0,,
2013,2013-Mar,Cushion,PU02_06A,PU02_06,1,103,High,25.1,pool ,FNSP,Pool,Fibric peat,,28.5,10,26.5,34,,,g,Green,1,1,1,1,0,0,lower branching,
2014,2014-Mar,Cushion,PU02_06A,PU02_06,1,103,High,25.1,pool ,FNSP,Pool,Fibric peat,0,,6.5,28.5,32,,,,,,,1,1,0,0,needs flag,
2016,2016-Feb,Cushion,PU02_06A,PU02_06,1,103,High,25.1,pool ,FNSP,Pool,Fibric peat,,29,2.5,29,19,,,y/b,Yellow-brown,2,2,1,1,0,0,yg/b,RC
2017,2017-Mar,Cushion,PU02_06A,PU02_06,1,103,High,25.1,pool ,FNSP,Pool,Fibric peat,,30,,28,,,,B,Brown,4,4,1,1,0,0,,
2018,2018-Mar,Cushion,PU02_06A,PU02_06,1,103,High,25.1,pool ,FNSP,Pool,Fibric peat,,,,,,,,B,Brown,4,4,1,1,0,0,,
2019,2019-Mar,Cushion,PU02_06A,PU02_06,1,103,High,25.1,pool ,FNSP,Pool,Fibric peat,0.3,29.5,,27,,,,B/G,Brown-green,3,3,1,1,0,0,,
2013,2013-Mar,Cushion,PU02_07B,PU02_07,1,106,High,30,MUNA/dry moss/OROB w/ MYNU,F/S NSP,Lawn,Sapric peat,,30,16,28,44,,,g,Green,1,1,1,1,0,0,1 lwdb,
2014,2014-Mar,Cushion,PU02_07B,PU02_07,1,106,High,30,MUNA/dry moss/OROB w/ MYNU,F/S NSP,Lawn,Sapric peat,,,7,30,39,,,,,,,1,1,0,0,,
2016,2016-Feb,Cushion,PU02_07B,PU02_07,1,106,High,30,MUNA/dry moss/OROB w/ MYNU,F/S NSP,Lawn,Sapric peat,,31.5,2.5,29,18,,,yg/b,Yellow-green/brown,2,2,1,1,0,0,yg/b,RC
2017,2017-Mar,Cushion,PU02_07B,PU02_07,1,106,High,30,MUNA/dry moss/OROB w/ MYNU,F/S NSP,Lawn,Sapric peat,,32,,27.5,,,,YB,Yellow-brown,2,2,1,1,0,0,,
2018,2018-Mar,Cushion,PU02_07B,PU02_07,1,106,High,30,MUNA/dry moss/OROB w/ MYNU,F/S NSP,Lawn,Sapric peat,,,,,,,,BG,Brown-green,3,3,1,1,0,0,,
2019,2019-Mar,Cushion,PU02_07B,PU02_07,1,106,High,30,MUNA/dry moss/OROB w/ MYNU,F/S NSP,Lawn,Sapric peat,,30.5,,27,,,,G/B,Green-brown,1,1,1,1,0,0,,
2013,2013-Mar,Cushion,PU02_07A,PU02_07,1,105,High,30.5,pool,FNSP,Pool,Fibric peat,,30,14,29,26,,,g,Green,1,1,1,1,0,0,3 lwdb,
2014,2014-Mar,Cushion,PU02_07A,PU02_07,1,105,High,30.5,pool,FNSP,Pool,Fibric peat,0,,8.5,30,34,,,,,,,1,1,0,0,,
2016,2016-Feb,Cushion,PU02_07A,PU02_07,1,105,High,30.5,pool,FNSP,Pool,Fibric peat,,30.5,3.5,30,25,,,yg/b,Yellow-green/brown,2,2,1,1,0,0,yg/b,RC
2017,2017-Mar,Cushion,PU02_07A,PU02_07,1,105,High,30.5,pool,FNSP,Pool,Fibric peat,,31,,30,,,,YB,Yellow-brown,2,2,1,1,0,0,,
2018,2018-Mar,Cushion,PU02_07A,PU02_07,1,105,High,30.5,pool,FNSP,Pool,Fibric peat,,,,,,,,B,Brown,4,4,1,1,0,0,,
2019,2019-Mar,Cushion,PU02_07A,PU02_07,1,105,High,30.5,pool,FNSP,Pool,Fibric peat,0.3,31,,29,,,,B/G,Brown-green,3,3,1,1,0,0,,
2013,2013-Mar,Cushion,PU03_01B,PU03_01,1,108,High,1.2,OROB w/ MYNU,F/S NSP over SP,Lawn,Sapric peat,,22.5,8.5,21.5,27,8,,g,Green,1,1,1,1,0,0,2 lwdb (1=2nd leader),
2014,2014-Mar,Cushion,PU03_01B,PU03_01,1,108,High,1.2,OROB w/ MYNU,F/S NSP over SP,Lawn,Sapric peat,,,6,22,27,,,,,,,1,1,0,0,,
2016,2016-Feb,Cushion,PU03_01B,PU03_01,1,108,High,1.2,OROB w/ MYNU,F/S NSP over SP,Lawn,Sapric peat,,23.5,1.5,23.5,17,,,yg/b,Yellow-green/brown,2,2,1,1,0,0,yg/b,RC
2017,2017-Mar,Cushion,PU03_01B,PU03_01,1,108,High,1.2,OROB w/ MYNU,F/S NSP over SP,Lawn,Sapric peat,,22,,20,,,,YB,Yellow-brown,2,2,1,1,0,0,,
2018,2018-Mar,Cushion,PU03_01B,PU03_01,1,108,High,1.2,OROB w/ MYNU,F/S NSP over SP,Lawn,Sapric peat,,,,,,,,Dead,Dead,4,4,1,1,1,1,left at site,
2019,2019-Mar,Cushion,PU03_01B,PU03_01,1,108,High,1.2,OROB w/ MYNU,F/S NSP over SP,Lawn,Sapric peat,,22,,20,,,,,,,4,1,0,,1,still dead,
2013,2013-Mar,Cushion,PU03_01A,PU03_01,1,107,High,1.2,pool,FNSP,Pool,Fibric peat,6,24.5,10.5,23,33,,,g,Green,1,1,1,1,0,0,,
2014,2014-Mar,Cushion,PU03_01A,PU03_01,1,107,High,1.2,pool,FNSP,Pool,Fibric peat,5,,6,25,26,,,,,,,1,1,0,0,,
2016,2016-Feb,Cushion,PU03_01A,PU03_01,1,107,High,1.2,pool,FNSP,Pool,Fibric peat,,23.5,1,22.5,15,,,yg/b,Yellow-green/brown,2,2,1,1,0,0,yg/b,unsure of RC location
2017,2017-Mar,Cushion,PU03_01A,PU03_01,1,107,High,1.2,pool,FNSP,Pool,Fibric peat,,25,,23.5,,,,B,Brown,4,4,1,1,0,0,,
2018,2018-Mar,Cushion,PU03_01A,PU03_01,1,107,High,1.2,pool,FNSP,Pool,Fibric peat,,,,,,,,B,Brown,4,4,1,1,0,0,,
2019,2019-Mar,Cushion,PU03_01A,PU03_01,1,107,High,1.2,pool,FNSP,Pool,Fibric peat,7,25.5,,23.5,,,,Dead,Dead,4,4,1,1,1,0,dead,
2013,2013-Mar,Cushion,PU03_02B,PU03_02,1,110,High,5.2,"MUNA, BGM, MYNU, OROB",FNSP,Lawn,Fibric peat,,28,13.5,27,31,,,g,Green,1,1,1,1,0,0,,
2014,2014-Mar,Cushion,PU03_02B,PU03_02,1,110,High,5.2,"MUNA, BGM, MYNU, OROB",FNSP,Lawn,Fibric peat,,,5.5,27.5,24,,,,,,,1,1,0,0,,
2016,2016-Feb,Cushion,PU03_02B,PU03_02,1,110,High,5.2,"MUNA, BGM, MYNU, OROB",FNSP,Lawn,Fibric peat,,27.5,4.5,27.5,20,,,yg/b,Yellow-green/brown,2,2,1,1,0,0,yg/b,RC
2017,2017-Mar,Cushion,PU03_02B,PU03_02,1,110,High,5.2,"MUNA, BGM, MYNU, OROB",FNSP,Lawn,Fibric peat,,24.5,,25,,,,Y,Yellow,2,2,1,1,0,0,,
2018,2018-Mar,Cushion,PU03_02B,PU03_02,1,110,High,5.2,"MUNA, BGM, MYNU, OROB",FNSP,Lawn,Fibric peat,,,,,,,,Y,Yellow,2,2,1,1,0,0,,
